Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,CDESorICDES,LARGEorSMALL,SyntheticVSForam,BenthicPlanktic
2013,Eagle,Mollusks,Arctica,islandica,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,4,0.714,0.011,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Arctica,islandica,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.614,0.014,10,12.47288356,0.5,0.044,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Arctica,islandica,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.625,0.012,15,12.04377829,0.5,0.042,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus ,edulis,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.632,0.02,12,12.29853123,0.5,0.043,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus ,edulis,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.62,0.014,15,12.04377829,0.5,0.042,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus,edulis,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,5,0.632,0.007,8,12.65096995,0.5,0.045,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus,edulis,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.657,0.003,10,12.47288356,0.5,0.044,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus,edulis,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.595,0.003,20,11.63644183,0.5,0.040,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus,edulis,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.605,0.025,25,11.24942624,0.5,0.038,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus,edulis,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.717,0.011,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Pecten ,maximus,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.65,0.016,10,12.47288356,0.5,0.044,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Pecten ,maximus,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,5,0.635,0.008,15,12.04377829,0.5,0.042,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Pecten ,maximus,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.619,0.013,18,11.79685961,0.5,0.040,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Pecten ,maximus,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,4,0.632,0.008,20,11.63644183,0.5,0.040,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Argopecten,irradians,,,,,Argopecten irradians,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,9,0.625,0.006,25,11.24942624,0.5,0.038,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mercinaria ,mercinaria,,,,,Mercinaria mercinaria,A>>C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,13,0.637,0.006,8,12.65096995,0.5,0.045,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mya,arenaria,,,,,Mya arenaria,A>>C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,6,0.6,0.007,25,11.24942624,0.5,0.038,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Crassostrea,virginica,,,,,Crassostrea virginica,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.597,0.005,25,11.24942624,0.5,0.038,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Laternula,elliptica,,,,,Laternula elliptica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,14,0.694,0.017,-1,13.50154048,1,0.099,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Adamssium,colbecki,,,,,Adamssium colbecki,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,11,0.695,0.012,-1,13.50154048,1,0.099,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus,sp.,,,,,Mytilus sp.,C>A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,7,0.646,0.005,8,12.65096995,1,0.090,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mytilus,sp.,,,,,Mytilus sp.,C>A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,7,0.649,0.009,8,12.65096995,1,0.090,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Arctica,islandica,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,13,0.643,0.003,9,12.56145338,1,0.089,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Mylitus ,californianus,,,,,Mylitus californianus,C>A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.642,0.024,21,11.55745722,0.5,0.039,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Tridacna ,gigas,,,,,Tridacna gigas,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.606,0.019,29,10.95354767,1,0.072,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Tridacna ,gigas,,,,,Tridacna gigas,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,4,0.604,0.014,28,11.02641325,1,0.073,,,90,,,ICDES,Large,Neither,Neither
2013,Eagle,Mollusks,Tridacna,gigas,,,,,Tridacna gigas,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.577,0.011,28,11.02641325,1,0.073,,,90,,,ICDES,Large,Neither,Neither
2007,Came,,Arctica,Arctica islandica,,,,,S-1,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.633,0.014,8,12.65096995,1.2,0.107,,,25,,,ICDES,Large,Neither,Neither
2007,Came,,Chlamys,Chlamys islandica,,,,,S-6,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.646,0.003,3.6,13.05643891,1.2,0.112,,,25,,,ICDES,Large,Neither,Neither
2007,Came,,Paphya,Paphya crassiscula,,,,,S-7,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.590,0.002,28,11.02641325,1.2,0.087,,,25,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,A. colbecki,,,,,Dumont d’Urville station (Antarctica),C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,12,0.689,0.012,-1.8,13.5813,0.5000,0.05,,,90,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,A. colbecki,,,,,Lacaze- Duthiers canyon (France),C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,20,0.640,0.010,13.44,12.1753,0.1000,0.01,,,90,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,A. colbecki,,,,,Tiwi Beach (Kenya),C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,17,0.600,0.010,26.8,11.1148,0.8500,0.06,,,90,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,N. cochlear,,,,,Baie des Veys (France) - juvenile,C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,5,0.626,0.014,7.5,12.6961,0.9000,0.08,,,90,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,N. cochlear,,,,,Baie des Veys (France) - summer,C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,20,0.612,0.010,18.7,11.7403,0.7500,0.06,,,90,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,N. cochlear,,,,,Baie des Veys (France) - winter,C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,20,0.635,0.010,11.01,12.3844,1.0000,0.09,,,90,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,N. cochlear,,,,,Arcachon Basin (France) - summer,C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,11,0.597,0.011,22.5,11.4405,2.1000,0.16,,,90,,,ICDES,Large,Neither,Neither
2022,Huyghe,,,N. cochlear,,,,,Arcachon Basin (France) - winter,C,LSCE,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.633,0.020,12.23,12.2787,1.0000,0.09,,,90,,,ICDES,Large,Neither,Neither
2015,Kele,Bivalve,Arctica,Arctica islandica,Arctica,Arctica islandica,,,Artic Islandica,A,ETH,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,12,0.665,0.012881951,6,12.8328978,1,0.091,,,70,,Bernasconi,ICDES,Small,Neither,Neither
in prep,Ulrich,,,Crepidula fornicata,,,,,JR-137 2_1_2',A,UCLATripati,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.600,0.01,25.1,11.24188389,0.11,0.008,-30.74,0.6,70,8.09,Ries2009,ICDES,Small,Neither,Neither
in prep,Ulrich,,,Crepidula fornicata,,,,,JR-138 2_1_4',A,UCLATripati,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.620,0.01,25.1,11.24188389,0.11,0.008,-30.74,0.6,70,8.09,Ries2009,ICDES,Small,Neither,Neither
in prep,Ulrich,,,Crepidula fornicata,,,,,JR-139 2_1_6',A,UCLATripati,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,4,0.600,0,25.1,11.24188389,0.11,0.008,-30.74,0.6,70,8.09,Ries2009,ICDES,Small,Neither,Neither
in prep,Arnold,Lake Carbonate - Bivalve,,Corbicula,,,,,Bivalve - 'Red Rock',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,7,0.617,0.012,16.4,11.92759437,1,0.082,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Bivalve,,Corbicula,,,,,Bivalve - 'Colorado River Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,12,0.604,0.005,20.8,11.57318968,1.3,0.102,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Bivalve,,Corbicula,,,,,Bivalve - 'Vail Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,6,0.589,0.014,24.5,11.28725213,1.5,0.113,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Bivalve,,,,,,,Bivalves2 - Wulungu Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,2,0.611,0.002,21.7,11.50264551,2.4,0.185,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,Aze et al 2011,Gastropod - 'LFSCR - Left Fork Santa Clara River',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.619,0.01,13.0,12.21272279,3,0.252,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,Pyrgulopsis,,,,,Gastropod - 'Painter Spring - A',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,4,0.627,0.007,12.5,12.25551436,3,0.253,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropod - 'WMM2 - A',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.596,0.006,20.0,11.63644183,2,0.157,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,Pyrgulopsis,,,,,Gastropod - 'Modern Stagnicola - Clear Lake',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,7,0.616,0.002,15.0,12.04377829,3,0.247,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropod - 'Cohen Gast Tang',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,15,0.581,0.007,26.9,11.10740833,2,0.147,3.4,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropod - 'TOW Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,14,0.573,0.003,29.0,10.95354767,1,0.072,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropod - 'DK-93-07 Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,5,0.641,0.004,8.0,12.65096995,3,0.266,,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods1 - CJ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,6,0.608,0.004,17.9,11.80496742,2,0.161,-2.5,,90,,YANG,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods1 - T-16,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,13,0.638,0.009,12.8,12.22981249,1.9,0.161,-6.9,,90,,YANG,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods1 - YAM 16-2,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.643,0.01,11.9,12.30716177,1.5,0.129,-15.8,,90,,YANG,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods1 - YAM 16-3,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,11,0.643,0.006,11.9,12.30716177,1.5,0.129,,,90,,YANG,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,Lymnaeid,,,,,nrc 10-108-2,A,Caltech,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,1,0.621,0.01,12.8,12.22981249,1.9,0.161,-5.4,,90,,HUNTINGTON,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,Radix,,,,,Tsangpo 27,A,Caltech,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,1,0.621,0.01,12.8,12.22981249,1.9,0.161,-17,,90,,HUNTINGTON,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,"Lymnaeid, Gyraulus,",,,,,Zhongba 10-7-2,A,Caltech,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,1,0.629,0.011,12.8,12.22981249,1.9,0.161,-9.9,,90,,HUNTINGTON,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods3 - Bosten Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,4,0.611,0.008,22.9,11.40958555,2.4,0.183,-8,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods3 - Cuona Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,2,0.629,0.009,15.7,11.98547516,2.4,0.197,-8.8,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods3 - Dajia Co,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.627,0.005,9.8,12.49052243,2.4,0.209,-7.1,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods3 - Jinzihai Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.596,0.005,17.4,11.84563211,2.4,0.193,-8.6,,90,,,ICDES,Large,Neither,Neither
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,Gastropods3 - Wulungu Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,2,0.613,0.01,21.7,11.50264551,2.4,0.185,-4.7,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,Monilearia,monilifera,,,,,LGA-2,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,17,0.607,0.004,,11.438,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,Theba,geminata,,,,,LGA-3,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,19,0.600,0.007,,11.438,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,"Likely Bradybaena sp., Helicopsis sp., Helicondonta sp., Cepea sp., Trichea sp., and Zebrina sp.",,,,,Holl  ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,7,0.614,0.004,,11.722,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,"Likely Bradybaena sp., Helicopsis sp., Helicondonta sp., Cepea sp., Trichea sp., and Zebrina sp.",,,,,Nuss ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,11,0.634,0.024,,11.781,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,"Likely Bradybaena sp., Helicopsis sp., Helicondonta sp., Cepea sp., Trichea sp., and Zebrina sp.",,,,,OfG ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,6,0.612,0.006,,11.914,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,"Likely Bradybaena sp., Helicopsis sp., Helicondonta sp., Cepea sp., Trichea sp., and Zebrina sp.",,,,,Zaj,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,3,0.617,0.004,,11.754,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,Cathaica sp.,,,,,Lingtai ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,20,0.598,0.007,,11.568,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,Cathaica sp.,,,,,Mangshan ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,20,0.590,0.005,,11.14,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,Cathaica sp.,,,,,Xifeng ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,36,0.596,0.006,,11.42,,0.3,,,90,,,ICDES,Large,Neither,Neither
in prep,Bricker,,,Cathaica sp.,,,,,Yichuan ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Non-lake,NonCorals,18,0.595,0.007,,11.597,,0.3,,,90,,,ICDES,Large,Neither,Neither
2013,Henkes,Bivalve,Arctica,Arctica islandica,Arctica,Arctica islandica,,,WG061278,A,JohnsHopkins,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.635,0.01232698,4.7,12.95326343,2,0.184,0.08,NA,90,,Petersen,CDES,Large,Neither,Neither
2014,Wacker,Brachiopod,Dyscolia,Dyscolia wyvillei,Dyscolia,Dyscolia wyvillei,,,Dwyvillei,C,Goethe,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,27,0.644247407,0.003275366,10,12.47288356,1,0.088,0.49,NA,90,,Petersen,CDES,Large,Neither,Neither
2014,Wacker,Foraminifera,Globorotalia,Globorotalia hirsuta,Globorotalia,Globorotalia hirsuta,4 Open ocean sub-thermocline,,Ghirsuta,C,Goethe,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.644755,0.006115,9,12.56145338,1,0.089,,,90,,Petersen,CDES,Large,Neither,Neither
2019,Davies,Tripneustes,Tripneustes,,,,,,GA1,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.628,0.006,28.4,10.99718002,0.15,0.011,0.28,0.02,90,,,CDES,Large,Neither,Neither
2019,Davies,Tripneustes,Tripneustes,,,,,,GA2,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.621,0.005,27.8,11.04107359,0.15,0.011,0.28,0.02,90,,,CDES,Large,Neither,Neither
2019,Davies,Tripneustes,Tripneustes,,,,,,GLT,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.631,0.011,27.8,11.04107359,0.15,0.011,0.28,0.02,90,,,CDES,Large,Neither,Neither
2019,Davies,Tripneustes,Tripneustes,,,,,,GS,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.614,0.012,27.8,11.04107359,0.15,0.011,0.28,0.02,90,,,CDES,Large,Neither,Neither
2019,Davies,Tripneustes,Tripneustes,,,,,,GT,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.628,0.012,27.8,11.04107359,0.15,0.011,0.28,0.02,90,,,CDES,Large,Neither,Neither
2019,Davies,Diadema Sp.,Diadema,,,,,,BS,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.631,0.005,27.8,11.04107359,0.15,0.011,0.28,0.02,90,,,CDES,Large,Neither,Neither
2019,Davies,Diadema Sp.,Diadema,,,,,,BT,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.645,0.004,27.8,11.04107359,0.15,0.011,0.28,0.02,90,,,CDES,Large,Neither,Neither
2019,Davies,Dendraster,Dendraster,,,,,,MA1,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.689,0.005,13.4,12.1786507,0.3,0.025,-0.57,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Dendraster,Dendraster,,,,,,MA2,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.678,0.004,13.4,12.1786507,0.3,0.025,-0.57,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Dendraster,Dendraster,,,,,,MB,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.661,0.005,13.4,12.1786507,0.3,0.025,-0.57,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Dendraster,Dendraster,,,,,,ML,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.674,0.010,13.4,12.1786507,0.3,0.025,-0.57,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Dendraster,Dendraster,,,,,,MP,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.681,0.012,13.4,12.1786507,0.3,0.025,-0.57,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Dendraster,Dendraster,,,,,,MS,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.664,0.006,13.4,12.1786507,0.3,0.025,-0.57,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Paracentrotus,Paracentrotus,,,,,,YA1,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.629,0.012,18.5,11.7564456,0.54,0.043,1.36,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Paracentrotus,Paracentrotus,,,,,,YA2,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.615,0.015,18.5,11.7564456,0.54,0.043,1.36,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Paracentrotus,Paracentrotus,,,,,,YLP,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.650,0.015,18.5,11.7564456,0.54,0.043,1.36,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Paracentrotus,Paracentrotus,,,,,,YLR,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.644,0.006,18.5,11.7564456,0.54,0.043,1.36,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Paracentrotus,Paracentrotus,,,,,,YLT,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.639,0.011,18.5,11.7564456,0.54,0.043,1.36,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Paracentrotus,Paracentrotus,,,,,,YS,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.644,0.010,18.5,11.7564456,0.54,0.043,1.36,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Paracentrotus,Paracentrotus,,,,,,YT,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.653,0.005,18.5,11.7564456,0.54,0.043,1.36,0.03,90,,,CDES,Large,Neither,Neither
2019,Davies,Droebachiensis,Droebachiensis,,,,,,SDA1,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.702,0.007,8.5,12.60609248,0.2,0.018,-1.2,0.009,90,,,CDES,Large,Neither,Neither
2019,Davies,Droebachiensis,Droebachiensis,,,,,,SDA2,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.700,0.007,8.5,12.60609248,0.2,0.018,-1.2,0.009,90,,,CDES,Large,Neither,Neither
2019,Davies,Droebachiensis,Droebachiensis,,,,,,SDS,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.673,0.002,8.5,12.60609248,0.2,0.018,-1.2,0.009,90,,,CDES,Large,Neither,Neither
2019,Davies,Droebachiensis,Droebachiensis,,,,,,SDLT,C,ImperialCollegeLondon,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.685,0.009,8.5,12.60609248,0.2,0.018,-1.2,0.009,90,,,CDES,Large,Neither,Neither
